marca_filtro,modelo_filtro,brand,model,version,discount_pct,price_main_text,price_main,price_lista,bono_marca,bono_financiamiento,consumo_urbano,traccion,pasajeros,url_modelo
GWM,poer,GWM,Poer,Diésel 4x2 Deluxe,12.9,$20.813.100*,20813100,23907100,2142000,952000,,,,https://www.dercocenter.cl/auto/great-wall/poer
GWM,poer,GWM,Poer,Diésel 4x4 Elite Pant,12.4,$21.765.100*,21765100,24859100,2142000,952000,,,,https://www.dercocenter.cl/auto/great-wall/poer
GWM,poer,GWM,Poer,Diésel 4x4 Deluxe,12.8,$22.598.100*,22598100,25930100,2380000,952000,,,,https://www.dercocenter.cl/auto/great-wall/poer
GWM,poer-plus-automatica,GWM,Poer Plus Automática,Diésel 4x2 Elite,11.5,$25.573.100*,25573100,28905100,2380000,952000,,,,https://www.dercocenter.cl/auto/great-wall/poer-plus-automatica
GWM,poer-plus-automatica,GWM,Poer Plus Automática,Diésel 4x4 Elite,10.7,$26.763.100*,26763100,29976100,2261000,952000,,,,https://www.dercocenter.cl/auto/great-wall/poer-plus-automatica
GWM,poer-plus-automatica,GWM,Poer Plus Automática,Diésel 4x4 Deluxe,15.4,$27.358.100*,27358100,32356100,4046000,952000,,,,https://www.dercocenter.cl/auto/great-wall/poer-plus-automatica
GWM,tank-300,GWM,Tank 300,4WD,11.9,$29.490.000*,29490000,33490000,2500000,1500000,,,,https://www.dercocenter.cl/auto/great-wall/tank-300
GWM,ora-03,GWM,ORA 03,SR,30.2,$18.490.000*,18490000,26490000,6500000,1500000,,,,https://www.dercocenter.cl/auto/great-wall/ora-03
GWM,ora-03,GWM,ORA 03,GT,16.4,$27.990.000*,27990000,33490000,4000000,1500000,,,,https://www.dercocenter.cl/auto/great-wall/ora-03
GWM,haval-h6,GWM,Haval H6,4x2 ACTIVE AT,20.8,$17.490.000*,17490000,22090000,3100000,1500000,,Si,,https://www.dercocenter.cl/auto/great-wall/haval-h6
GWM,haval-h6,GWM,Haval H6,4x2 ELITE AT,23.4,$18.290.000*,18290000,23890000,4100000,1500000,,Si,,https://www.dercocenter.cl/auto/great-wall/haval-h6
GWM,haval-h6,GWM,Haval H6,4x2 DELUXE AT,21.6,$19.990.000*,19990000,25490000,4000000,1500000,,,,https://www.dercocenter.cl/auto/great-wall/haval-h6
